sim_idx,model,family,memory,memory_k,projectname,cogtype,parser,taskname,tasktype,chain_type,trace_id,tunnel_id,trial_idx,trcode,context_item,stimulus,pred_resp_raw,resp_rating,fb_response
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,27,C_06,Conscientiousness,I see myself as someone who perseveres until the task is finished.,{'rating': 4},4,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,28,N_06,Neuroticism,I see myself as someone who can be moody.,{'rating': 3},3,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,29,O_06,Openness to Experience,"I see myself as someone who values artistic, aesthetic experiences.",{'rating': 4},4,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,30,E_07,Extraversion,"I see myself as someone who is sometimes shy, inhibited.",{'rating': 3},3,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,31,A_07,Agreeableness,I see myself as someone who is considerate and kind to almost everyone.,{'rating': 4},4,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,32,C_07,Conscientiousness,I see myself as someone who does things efficiently.,{'rating': 4},4,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,33,N_07,Neuroticism,I see myself as someone who remains calm in tense situations.,{'rating': 4},4,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,34,O_07,Openness to Experience,I see myself as someone who prefers work that is routine.,{'rating': 3},3,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,35,E_08,Extraversion,"I see myself as someone who is outgoing, sociable.",{'rating': 3},3,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,36,A_08,Agreeableness,I see myself as someone who is sometimes rude to others.,{'rating': 3},3,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,37,C_08,Conscientiousness,I see myself as someone who makes plans and follows through with them.,{'rating': 4},4,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,38,N_08,Neuroticism,I see myself as someone who gets nervous easily.,{'rating': 3},3,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,39,O_08,Openness to Experience,"I see myself as someone who likes to reflect, play with ideas.",{'rating': 4},4,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,40,O_09,Openness to Experience,I see myself as someone who has few artistic interests.,{'rating': 3},3,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,41,A_09,Agreeableness,I see myself as someone who likes to cooperate with others.,{'rating': 3},3,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,42,C_09,Conscientiousness,I see myself as someone who is easily distracted.,{'rating': 3},3,
1,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi441,sidx-[1]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,43,O_10,Openness to Experience,"I see myself as someone who is sophisticated in art, music, or literature.",{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,0,E_01,Extraversion,I see myself as someone who is talkative.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,1,A_01,Agreeableness,I see myself as someone who tends to find fault with others.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,2,C_01,Conscientiousness,I see myself as someone who does a thorough job.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,3,N_01,Neuroticism,"I see myself as someone who is depressed, blue.",{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,4,O_01,Openness to Experience,"I see myself as someone who is original, comes up with new ideas.",{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,5,E_02,Extraversion,I see myself as someone who is reserved.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,6,A_02,Agreeableness,I see myself as someone who is helpful and unselfish with others.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,7,C_02,Conscientiousness,I see myself as someone who can be somewhat careless.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,8,N_02,Neuroticism,"I see myself as someone who is relaxed, handles stress well.",{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,9,O_02,Openness to Experience,I see myself as someone who is curious about many different things.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,10,E_03,Extraversion,I see myself as someone who is full of energy.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,11,A_03,Agreeableness,I see myself as someone who starts quarrels with others.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,12,C_03,Conscientiousness,I see myself as someone who is a reliable worker.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,13,N_03,Neuroticism,I see myself as someone who can be tense.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,14,O_03,Openness to Experience,"I see myself as someone who is ingenious, a deep thinker.",{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,15,E_04,Extraversion,I see myself as someone who generates a lot of enthusiasm.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,16,A_04,Agreeableness,I see myself as someone who has a forgiving nature.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,17,C_04,Conscientiousness,I see myself as someone who tends to be disorganized.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,18,N_04,Neuroticism,I see myself as someone who worries a lot.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,19,O_04,Openness to Experience,I see myself as someone who has an active imagination.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,20,E_05,Extraversion,I see myself as someone who tends to be quiet.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,21,A_05,Agreeableness,I see myself as someone who is generally trusting.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,22,C_05,Conscientiousness,I see myself as someone who tends to be lazy.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,23,N_05,Neuroticism,"I see myself as someone who is emotionally stable, not easily upset.",{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,24,O_05,Openness to Experience,I see myself as someone who is inventive.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,25,E_06,Extraversion,I see myself as someone who has an assertive personality.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,26,A_06,Agreeableness,I see myself as someone who can be cold and aloof.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,27,C_06,Conscientiousness,I see myself as someone who perseveres until the task is finished.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,28,N_06,Neuroticism,I see myself as someone who can be moody.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,29,O_06,Openness to Experience,"I see myself as someone who values artistic, aesthetic experiences.",{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,30,E_07,Extraversion,"I see myself as someone who is sometimes shy, inhibited.",{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,31,A_07,Agreeableness,I see myself as someone who is considerate and kind to almost everyone.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,32,C_07,Conscientiousness,I see myself as someone who does things efficiently.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,33,N_07,Neuroticism,I see myself as someone who remains calm in tense situations.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,34,O_07,Openness to Experience,I see myself as someone who prefers work that is routine.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,35,E_08,Extraversion,"I see myself as someone who is outgoing, sociable.",{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,36,A_08,Agreeableness,I see myself as someone who is sometimes rude to others.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,37,C_08,Conscientiousness,I see myself as someone who makes plans and follows through with them.,{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,38,N_08,Neuroticism,I see myself as someone who gets nervous easily.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,39,O_08,Openness to Experience,"I see myself as someone who likes to reflect, play with ideas.",{'rating': 4},4,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,40,O_09,Openness to Experience,I see myself as someone who has few artistic interests.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,41,A_09,Agreeableness,I see myself as someone who likes to cooperate with others.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,42,C_09,Conscientiousness,I see myself as someone who is easily distracted.,{'rating': 3},3,
2,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi442,sidx-[2]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,43,O_10,Openness to Experience,"I see myself as someone who is sophisticated in art, music, or literature.",{'rating': 4},4,
3,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi443,sidx-[3]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,0,E_01,Extraversion,I see myself as someone who is talkative.,{'rating': 4},4,
3,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi443,sidx-[3]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,1,A_01,Agreeableness,I see myself as someone who tends to find fault with others.,{'rating': 3},3,
3,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi443,sidx-[3]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,2,C_01,Conscientiousness,I see myself as someone who does a thorough job.,{'rating': 4},4,
3,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi443,sidx-[3]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,3,N_01,Neuroticism,"I see myself as someone who is depressed, blue.",{'rating': 3},3,
3,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi443,sidx-[3]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,4,O_01,Openness to Experience,"I see myself as someone who is original, comes up with new ideas.",{'rating': 4},4,
3,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi443,sidx-[3]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,5,E_02,Extraversion,I see myself as someone who is reserved.,{'rating': 3},3,
3,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi443,sidx-[3]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,6,A_02,Agreeableness,I see myself as someone who is helpful and unselfish with others.,{'rating': 4},4,
3,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi443,sidx-[3]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,7,C_02,Conscientiousness,I see myself as someone who can be somewhat careless.,{'rating': 3},3,
3,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi443,sidx-[3]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,8,N_02,Neuroticism,"I see myself as someone who is relaxed, handles stress well.",{'rating': 4},4,
3,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,exp1_2a_weird_item_ST,custom,1,bfi44,personality,item,20260507T19-36-29exp1_2a_weird_item_STSingleTurnbfi443,sidx-[3]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-exp1_2a_weird_item_ST,9,O_02,Openness to Experience,I see myself as someone who is curious about many different things.,{'rating': 4},4,
